Year	Country	What we tested	What we hoped to learn	What we learnt
2023	Vietnam	Stage 2: Format	Stage 2: Which format would interest audiences more 2A - Text on Abstract Background 2B - Artblog - stock video with Animated text 2C - Synthesia Woman 2D - Artblog - memes	Format Text on Abstract Background work better - AUD 0.0008 per 95% view
2023	Vietnam	Stage 1: Script	Stage 1: Which script would interest the audience more 1A - Low Self-Esteem 1B - Lack of Understanding 1C - Lack of Love	Script Low Self-Esteem worked better - AUD 0.0014 per 95% view
2023	Vietnam	Stage 2: Format	Stage 2: Which format would interest audiences more 2A - Text on Abstract Background 2B - Artblog - stock video with nature text and epic music 2C - Artblog -Midjourney generated images of hopeless women with small text and epic music 2D - Synthesia female	Format Artblog -Midjourney generated images of hopeless women with small text and epic music work better - AUD 0.0018 per 95% view
2023	Vietnam	Stage 3: Music	Stage 3: Which music whould interest audiences more 3A - Mysterous Dramatic Music 3B - Peaceful Music 3C - Sad Piano and String	All music have the same Cost per ITJ
2023	Vietnam	Stage 1: Script	Stage 1: Which script would interest the audience more 1A - Low Self Fear of the Unknown - How Jesus Can Help-Esteem 1B - Fear of Isolation - How Jesus Can Help 1C - Fear of inadequacy - How Jesus Can Help	Script Fear of inadequacy - How Jesus Can Help worked better - AUD 0.001 per 95% view
2023	Vietnam	Stage 2: Format	Stage 2: Which format would interest audiences more 2A - Text on Abstract Background 2B - Text on Nature Background 2C - Artblog - Male 2D - Synthesia female	Format Artblog - Male work better - AUD 0.0026 per 95% view
2023	Vietnam	Stage 3: VO	Stage 3: Which VO would interest the audience more 3A - Artblog - Male Characters, No VO 3B - Artblog - Male Characters, Male VO 3C - Artblog - Male Characters, No VO	VO Artblog - Male Characters, No VO worked better - AUD 0.0029 per 95% view
2023	Vietnam	Stage 1: Script	Stage 1: Which script would interest the audience more Cambodia script 1 Cambodia script 2 Myanmar script 1 Myanmar script 2 Sri Lanka script 1 Sri Lanka script 2 Laos script 1 Laos script 2 Thailand script 1 Thailand script 2 Vietnam script 1 Vietnam script 2	Thailand script 1 have the better performance - 0.0021 AUD per 95% view
2023	Vietnam	Stage 2: Format	Stage 2: Which format would interest audiences more 2A - Text on Abstract Background 2B - Artblog - Female Faces at the beginning and running water toward the end 2C - Synthesia - Male News Presenter 2D - Synthesia - Male with text DID YOU KNOW	Format Artblog - Female Faces at the beginning and running water toward the end have the better performance - AUD 0.0018 per 95% view
2023	Vietnam	Stage 1: Script	Stage 1: Which script would interest the audience more 1A - Stress 1B - Depression 1C - Anxiety	Script Depression have the better performance - AUD 0.0014 per 95% view
2023	Vietnam	Stage 2: Format	Stage 2: Which format would interest audiences more 2A - Text on Abstract Background 2B - Artblog - with Did you know text 2C - Artblog - Female Faces 2D - Synthesia - Female on News	Format Artblog - Female Faces  worked better. - AUD 0.0008 per 95% view
2023	Vietnam	Stage 3: VO	Stage 3: Which VO would interest the audience more 3A - No VO - Jesus 's name mentioned middle 3B - No VO - Jesus's name mentioned right at the beginning - 1st line 3C - No VO - Jesus's name mentioned at the end - 7th line	No VO - Jesus 's name mentioned middle worked better - 0.0017AUD per 95% view
2023	Vietnam	Stage 1: Script	Stage 1: Which script would interest the audience more 1A - Worried About Our Livelihood 1B - Worried About The Future... 1C - Worried About Death	Script Worried About Our Livelihood worked better - 0.0017 AUD per 95% view
2023	Vietnam	Stage 2: Format	Stage 2: Which format would interest audiences more 2A - Text on Simple BG as in Stage 1A 2B - Artblog - Young Woman 2C - Artblog - Old man 2D - Artblog - Young man	Format Artblog - Young man worked better - 0.0076 AUD per 95% view
2023	Vietnam	Stage 3: Music Background	Stage 3: Which Music background would interest the audience more 3A - Artblog - Young man, No VO, gentle music 3B - Artblog - Young man, No VO, gentle music, Sound Track Epic by Cory Bold 3C - Artblog - Young man, No VO, Techno Genre	Music background Artblog - Young man, No VO, Techno Genre worked better at CPM, but not much - 0.0021 AUD per 95% view
2023	Vietnam	Stage 1: Script	Stage 1: Which script would interest the audience more 1A - Loneliness in the Family 1B - Loneliness in Love 1C - Loneliness Among Friends	Script Loneliness Among Friends worked better - 0.0013 AUD per 95% view
2023	Vietnam	Stage 2: Format	Stage 2: Which format would interest audiences more 2A - Text on Simple BG as in Stage 1A 2B - Artblog - Young Woman 2C - Animated text on running BG with How to deal with loneliness text as the cover 2D - Artblog - Young man	Format Text on Simple BG as in Stage 1A worked better - 0.0008 AUD per 95% view
2023	Vietnam	Stage 3: Background	Stage 3: Which background would interest the audience more 3A - Text on Simple BG as in Stage 1A 3B - Text on Still Image of a Lonely man 3C - Text on Still Image of Black BG	Background Text on Still Image of a Lonely man  worked better at CPM, but not much - 0.0019 AUD per 95% view
2023	Vietnam	Stage 1: Script	Stage 1: Which script would interest the audience more 1A - Christmas and the Spirit of Giving: Jesus - the Greatest Gift for all Mankind 1B - Christmas - Celebration of Love and Family: Jesus - His Love is waiting for you to come back to a loving family 1C - Christmas - Symbol of Hope and Renewal: Jesus - the author of forgiveness, redemption, and a fresh start for a better world	Script Christmas and the Spirit of Givin
2024	Cambodia	Which topic would interest the audience more	"Anxious about not knowing one's purpose in life
 frustrated about not knowing one's purpose in life
 confused about not knowing one's purpose in life"	"Anxious is won - AUD0.25 per 95% view (1A
 ITJ: 2,869
 Cost per ITJ: 0.25
 Gender: Male
 Age: 25-34)"
2024	Cambodia	Which format would interest the audience more	"Text on abstract bg as in Stage 1
 artblogs - canva
 d-id
 2d animation"	"Ext on abstract bg as in Stage 1 performed better than other styles - AUD 0.27 per 95% view (2A
 ITJ: 2,656
 Cost per ITJ: 0.27
 Gender: Male
 Age: 25-34)"
2024	Cambodia	Which opening style would interest the audience more	"As in Stage 2 
 nature 5s - no animation
 real woman sad 5s- pop animation page"	"The 25-34 age group are the most dominant and male has better ITJ than female. (3A
 ITJ: 2,344
 Cost per ITJ: 0.24
 Gender: Male 
 Age: 25-34)"
2024	Cambodia	We want to learn what the people think about purpose / meaning - purposeful life	"Suffering from money issue
 suffering from broken relationship
 suffering from the hardship of livelihood"	"Suffering from money issue is won - AUD0.25 per 95% view (1A
 ITJ: 1,736
 Cost per ITJ: 0.25
 Gender: Male 
 Age: 25-34)"
2024	Cambodia	Which format would interest the audience more	"Text on abstract bg as in Stage 1
 artblogs - cupcut
 2d animation donload from adobe stock like storyboard
 2d. d-id"	"2d animation donload from adobe stock like storyboard performed better than other styles - AUD 0.21 per 95% view (2C
 ITJ: 3,094
 Cost per ITJ: 0.21)"
2024	Cambodia	Which opening style would interest the audience more	"As in Stage 2 
 woman working in factory 5s - text animation
 real woman sad 5s - pop animation page"	"The 25-34 age group are the most dominant and male has better ITJ than female. (3C
 ITJ: 2,741
 Cost per ITJ: 0.27)"
2024	Cambodia	We want to learn what the people think about purpose / meaning - purposeful life	"Experiencing hope through faith
 finding hope in jesus' promises
 the transformative power of hope in christ"	"Isolation is won - AUD0.06 per 95% view (1C
 ITJ: 11,768
 Cost per ITJ: 0.06)"
2024	Cambodia	Which format would interest the audience more	"Text on abstract bg as in Stage 1
 artblogs - cupcut
 2d animation donload from adobe stock like storyboard
 d-id"	"Animation donload from adobe stock like storyboard performed better than other styles - AUD 0.09 per 95% view (2C
 ITJ: 9,101
 Cost per ITJ: 0.21)"
2024	Cambodia	Stage 3: which opening style would interest the audience more	"As in Stage 2 
 woman working in factory 5s - text animation
 man run on the street 5s - pop animation page"	"The 25-34 age group are the most dominant and male has better ITJ than female. (3C
 ITJ: 2,741
 Cost per ITJ: 0.06)"
2024	Cambodia	We want to learn what the people think about purpose / meaning - purposeful life - kh	"Emptiness
 despair
 isolation"	"Emptiness is won - AUD0.23 per 95% view (1A
 ITJ: 2,959
 Cost per ITJ: 0.23
 Link)"
2024	Cambodia	Which format would interest the audience more	"Text on abstract bg as in Stage 1
 artblogs - cupcut
 animation donload from old version bitable. 
 2d. d-id"	"Animation donload from old version bitable performed better than other styles - AUD 0.22 per 95% view (2C
 ITJ: 3,211
 Cost per ITJ: 0.22
 Link)"
2024	Cambodia	Which opening style would interest the audience more	"As in Stage 2 
 woman working in factory 5s - text animation
 man run on the street 5s - pop animation page"	"The 25-34 age group are the most dominant and female has better ITJ than male (3C
 ITJ: 2,741
 Cost per ITJ: 0.06
 Link )"
2024	Cambodia	We want to learn what the people think about purpose / meaning - purposeful life - kh	"Experiencing hope through faith
 finding hope in jesus' promises
 the transformative power of hope in christ"	"The transformative power of hope in christ is won - AUD0.0027per 95% view (1C
 ITJ: 3,892
 Cost per ITJ: AUD0.0027)"
2024	Cambodia	Which format would interest the audience more	"Text on abstract bg as in Stage 1
 artblogs - cupcut
 animation donload from old version bitable. 
 d-id"	"2a from Stage 1 - AUD0.0024 cost per 95% view (2A
 ITJ: 7,545
 Cost per ITJ: AUD0.0024)"
